태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,x,y,region_1depth_name,region_2depth_name,region_3depth_h_name,source_file
감투봉태양광발전소,,충청남도 홍성군 홍동면 대영리 527-1(건물위),36.54361275,126.7333313,,정상가동,98.42,380,60,2020,태양광,2018-08-27,충청남도 홍성군,,2025-02-07,126.73330537168,36.5435934087994,충남,홍성군,홍동면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
이호10호태양광발전소,,충청남도 홍성군 서부면 이호리 733-1,36.58395867,126.4942881,,정상가동,99.63,380,60,2020,태양광,2018-08-28,충청남도 홍성군,,2025-02-07,126.494287262595,36.5839581944441,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
이호08호태양광발전소,,충청남도 홍성군 서부면 이호리 733-1,36.58395867,126.4942881,,정상가동,99.65,380,60,2020,태양광,2018-08-28,충청남도 홍성군,,2025-02-07,126.494287262595,36.5839581944441,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
이호09호태양광발전소,,충청남도 홍성군 서부면 이호리 733-1,36.58395867,126.4942881,,정상가동,99.65,380,60,2020,태양광,2018-08-28,충청남도 홍성군,,2025-02-07,126.494287262595,36.5839581944441,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
그린이호7호태양광발전소,,충청남도 홍성군 서부면 이호리 733-1,36.58395867,126.4942881,,정상가동,99.63,380,60,2020,태양광,2018-08-28,충청남도 홍성군,,2025-02-07,126.494287262595,36.5839581944441,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
보스태양광발전소,,"충청남도 홍성군 홍동면 원천리 208번지 4호 , 208-5",,,,정상가동,486.0,380,60,2019,태양광,2018-08-23,충청남도 홍성군,,2025-02-07,126.666859613992,36.5450351165221,충남,홍성군,홍동면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
이호태양광발전소,,충청남도 홍성군 서부면 이호리 490번지 2호,,,,정상가동,99.28,380,60,2020,태양광,2018-08-21,충청남도 홍성군,,2025-02-07,126.503324272884,36.5749229204311,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
천수만태양광발전소,,충청남도 홍성군 서부면 이호리 490번지 2호,,,,정상가동,99.28,380,60,2020,태양광,2018-08-21,충청남도 홍성군,,2025-02-07,126.503324272884,36.5749229204311,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
월산제3호태양광발전소,"충청남도 홍성군 홍성읍 백월로 141, 건물위",,,,,정상가동,48.6,380,60,2019,태양광,2018-07-26,충청남도 홍성군,,2025-02-07,126.639379814211,36.6021074053522,충남,홍성군,홍성읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
태봉태양광발전소,,충청남도 홍성군 구항면 태봉리 220번지,,,,정상가동,98.28,380,60,2019,태양광,2018-07-25,충청남도 홍성군,,2025-02-07,126.597415494595,36.5725904237018,충남,홍성군,구항면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
홍성예닮태양광발전소,"충청남도 홍성군 홍성읍 월계2길 13-2, 홍성제일성결교회",,,,,정상가동,49.28,380,60,2018,태양광,2018-07-25,충청남도 홍성군,,2025-02-07,126.65123577362,36.6008459527099,충남,홍성군,홍성읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
대율제이씨태양광,,충청남도 홍성군 은하면 대율리 419(건물위),36.5587089,126.5859497,,정상가동,99.16,380,60,2021,태양광,2018-07-23,충청남도 홍성군,,2025-02-07,126.585934307586,36.5586901919071,충남,홍성군,은하면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
대율에스제이태양광,,충청남도 홍성군 은하면 대율리 419-3(건물위),36.55830004,126.5859202,,정상가동,99.16,380,60,2021,태양광,2018-07-23,충청남도 홍성군,,2025-02-07,126.585864505039,36.5580811375734,충남,홍성군,은하면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
홍성은하에너지,,충청남도 홍성군 은하면 대율리 419-2(건물위),36.55850419,126.5859322,,정상가동,99.16,380,60,2021,태양광,2018-07-23,충청남도 홍성군,,2025-02-07,126.585979226412,36.5584571322064,충남,홍성군,은하면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
인숙태양광발전소,,충청남도 홍성군 갈산면 기산리 393번지,,,,정상가동,97.92,380,60,2019,태양광,2018-07-09,충청남도 홍성군,,2025-02-07,126.51985284383,36.6140988946367,충남,홍성군,갈산면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
호준태양광발전소,,충청남도 홍성군 갈산면 기산리 393번지,,,,정상가동,97.92,380,60,2019,태양광,2018-07-09,충청남도 홍성군,,2025-02-07,126.51985284383,36.6140988946367,충남,홍성군,갈산면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
원준태양광발전소,,충청남도 홍성군 갈산면 기산리 393번지,,,,정상가동,97.92,380,60,2019,태양광,2018-07-09,충청남도 홍성군,,2025-02-07,126.51985284383,36.6140988946367,충남,홍성군,갈산면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
(주)지와이에너지,,충청남도 홍성군 장곡면 화계리 373-6,36.48279035,126.6851641,,정상가동,99.36,380,60,2020,태양광,2018-07-16,충청남도 홍성군,,2025-02-07,126.685164073836,36.4827897299029,충남,홍성군,장곡면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
진영5호발전소,,충청남도 홍성군 장곡면 화계리 373-2,36.48313455,126.6854049,,정상가동,99.36,380,60,2020,태양광,2018-07-16,충청남도 홍성군,,2025-02-07,126.685404725233,36.4831345163971,충남,홍성군,장곡면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
(주)엔에이치에너지,,충청남도 홍성군 장곡면 화계리 373-9,36.48305709,126.684625,,정상가동,99.36,380,60,2020,태양광,2018-07-16,충청남도 홍성군,,2025-02-07,126.684624997544,36.4830577522814,충남,홍성군,장곡면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
진영6호발전소,,충청남도 홍성군 장곡면 화계리 373-8,36.48271259,126.684749,,정상가동,99.36,380,60,2020,태양광,2018-07-16,충청남도 홍성군,,2025-02-07,126.684749261387,36.482712306754,충남,홍성군,장곡면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
해모아태양광발전소,,충청남도 홍성군 장곡면 화계리 373-1,36.4832854,126.685330048,,정상가동,99.36,380,60,2020,태양광,2018-07-16,충청남도 홍성군,,2025-02-07,126.685329236386,36.4832852611213,충남,홍성군,장곡면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
썬드림에너지,,충청남도 홍성군 장곡면 화계리 373-4,36.48288029,126.6855611,,정상가동,99.36,380,60,2020,태양광,2018-07-16,충청남도 홍성군,,2025-02-07,126.68556131511,36.4828799918537,충남,홍성군,장곡면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
(주)케이엠솔라,,충청남도 홍성군 장곡면 화계리 373-3,36.48303992,126.6854067,,정상가동,99.36,380,60,2020,태양광,2018-07-16,충청남도 홍성군,,2025-02-07,126.685435795626,36.4830399768391,충남,홍성군,장곡면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
순이태양광발전소,,충청남도 홍성군 광천읍 가정리 551번지 5호,,,,정상가동,99.28,380,60,2019,태양광,2018-07-07,충청남도 홍성군,,2025-02-07,126.647413981058,36.5088822343542,충남,홍성군,광천읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
안다태양광발전소,,충청남도 홍성군 광천읍 가정리 551번지 6호,,,,정상가동,99.28,380,60,2019,태양광,2018-07-09,충청남도 홍성군,,2025-02-07,126.647413981058,36.5088822343542,충남,홍성군,광천읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
명태양광발전소,,충청남도 홍성군 홍북읍 중계리 556-61,36.6240933,126.6271698,,정상가동,97.92,380,60,2019,태양광,2018-06-08,충청남도 홍성군,,2025-02-07,126.627169896209,36.62409277722,충남,홍성군,홍북읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
미주태양광발전소,충청남도 홍성군 홍북읍 이응노로 89-47,,,,,정상가동,97.92,380,60,2019,태양광,2018-06-07,충청남도 홍성군,,2025-02-07,126.628269217288,36.6263217421387,충남,홍성군,홍북읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
유승태양광발전소,,충청남도 홍성군 갈산면 기산리 471번지 1호,,,,정상가동,97.2,380,60,2019,태양광,2018-06-05,충청남도 홍성군,,2025-02-07,126.519543834205,36.6239607085306,충남,홍성군,갈산면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
곡천태양광발전소,,충청남도 홍성군 갈산면 동성리 326번지 10호 외 2필지,,,,정상가동,14.4,380,60,2018,태양광,2018-06-05,충청남도 홍성군,,2025-02-07,126.522748887559,36.6288951110716,충남,홍성군,갈산면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
더샵2태양광발전소,,충청남도 홍성군 서부면 어사리 83-25,36.57058411,126.5056235,,정상가동,97.92,380,60,2019,태양광,2018-05-03,충청남도 홍성군,,2025-02-07,126.505623517307,36.5705841290742,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
더샵1태양광발전소,,충청남도 홍성군 서부면 어사리 83-24,36.57070656,126.5054196,,정상가동,97.92,380,60,2019,태양광,2018-05-03,충청남도 홍성군,,2025-02-07,126.505419520715,36.5707065585953,충남,홍성군,서부면,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
신한에너지(주),충청남도 홍성군 홍북읍 이응노로183번길 43,,,,,정상가동,492.48,380,60,2019,태양광,2018-04-24,충청남도 홍성군,,2025-02-07,126.635733910265,36.6326263278194,충남,홍성군,홍북읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
학계리1호태양광발전소,충청남도 홍성군 홍성읍 대학길 161,,,,,정상가동,19.04,380,60,2019,태양광,2018-04-24,충청남도 홍성군,,2025-02-07,126.662830817325,36.5697083185717,충남,홍성군,홍성읍,충청남도_홍성군_태양광발전소전기사업허가정보_20250207.csv
