태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,x,y,region_1depth_name,region_2depth_name,region_3depth_h_name,source_file
임회4호 태양광발전소,,전라남도 진도군 임회면 삼막리 741,,,,정상가동,35.1,380,60,1900,,2020-07-27,,,2024-08-14,126.227402800329,34.4383696295659,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
임회3호 태양광발전소,,전라남도 진도군 임회면 삼막리 741-2,,,,정상가동,35.1,380,60,1900,,2020-07-27,,,2024-08-14,126.22732996119,34.4379142140833,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
봉상리5호 태양광발전소,,전라남도 진도군 임회면 봉상리 438,,,,정상가동,33.3,380,60,1900,,2019-02-15,,,2024-08-14,126.204625127913,34.3871737545988,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
봉상리3호 태양광발전소,,전라남도 진도군 임회면 봉상리 439,,,,정상가동,33.3,380,60,1900,,2019-02-15,,,2024-08-14,126.204176246624,34.387153257823,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
봉상리1호 태양광발전소,,전라남도 진도군 임회면 봉상리 439,,,,정상가동,30.0,380,60,1900,,2019-02-15,,,2024-08-14,126.204176246624,34.387153257823,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
삼막리3호 태양광발전소,,전라남도 진도군 임회면 삼막리 613-1,,,,정상가동,30.0,380,60,1900,,2019-02-15,,,2024-08-14,126.234291107032,34.4347462703398,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
삼막리1호 태양광발전소,,전라남도 진도군 임회면 삼막리 613-1,,,,정상가동,33.3,380,60,1900,,2019-02-15,,,2024-08-14,126.234291107032,34.4347462703398,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
임회5호 태양광발전소,,전라남도 진도군 임회면 삼막리 741-2,,,,정상가동,35.1,380,60,1900,,2019-02-15,,,2024-08-14,126.22732996119,34.4379142140833,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
임회1호 태양광발전소,,전라남도 진도군 임회면 삼막리 741-2,,,,정상가동,35.1,380,60,1900,,2019-02-15,,,2024-08-14,126.22732996119,34.4379142140833,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
나리3호 태양광발전소,,전라남도 진도군 군내면 나리 1,,,,정상가동,20.0,380,60,1900,,2019-02-15,,,2024-08-14,126.268018254209,34.5617998729645,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
나리2호 태양광발전소,,전라남도 진도군 군내면 나리 1,,,,정상가동,40.0,380,60,1900,,2019-02-15,,,2024-08-14,126.268018254209,34.5617998729645,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
나리1호 태양광발전소,,전라남도 진도군 군내면 나리 1,,,,정상가동,40.0,380,60,1900,,2019-02-15,,,2024-08-14,126.268018254209,34.5617998729645,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
영은 태양광발전소,,전라남도 진도군 군내면 녹진리 674-22,,,,정상가동,98.28,380,60,1900,,2019-02-15,,,2024-08-14,126.271087459446,34.5533238591668,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
다일 태양광발전소,,전라남도 진도군 군내면 녹진리 674-8,,,,정상가동,98.28,380,60,1900,,2019-02-15,,,2024-08-14,126.270854261262,34.5535285321092,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해나라에너지,전라남도 진도군 진도읍 진도대로 6948-3,,,,,정상가동,98.28,380,60,1900,,2019-02-15,,,2024-08-14,126.2482905234,34.4731601258742,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
미라 태양광발전소,전라남도 진도군 진도읍 진도대로 6948-3,,,,,정상가동,98.28,380,60,1900,,2019-02-15,,,2024-08-14,126.2482905234,34.4731601258742,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
JMC 태양광발전소,전라남도 진도군 진도읍 남산로 96,,,,기타,정상가동,49.14,380,60,1900,,2019-02-15,,,2024-08-14,126.263468143974,34.473789966973,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
은화1호 태양광발전소,,전라남도 진도군 군내면 녹진리 676,,,,정상가동,999.0,22900,60,1900,,2019-02-15,,,2024-08-14,126.271557407861,34.5542691021724,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
남도 태양광발전소,,전라남도 진도군 지산면 고야리 415,,,,정상가동,99.8,380,60,1900,,2019-02-15,,,2024-08-14,126.184903039204,34.4438408914543,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
루미엔 태양광발전소,,전라남도 진도군 지산면 고야리 417,,,,정상가동,99.96,380,60,1900,,2019-02-15,,,2024-08-14,126.184855580062,34.4435067744946,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
우성 태양광발전소,,전라남도 진도군 고군면 내산리 1016,,,,정상가동,499.87,380,60,1900,,2019-01-25,,,2024-08-14,126.352851970021,34.5080865178167,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
(주)신원진도 태양광발전소,,전라남도 진도군 임회면 용호리 산 120,,,,정상가동,994.95,22900,60,1900,,2018-09-17,,,2024-08-14,126.255291664403,34.4105864501648,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
우공2 태양광발전소,,전라남도 진도군 군내면 녹진리 674-29,,,,정상가동,99.75,380,60,1900,,2018-12-26,,,2024-08-14,126.271447702834,34.5524181856648,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
㈜하바땅 태양광발전소,,전라남도 진도군 진도읍 염장리 257-1,,,,정상가동,999.0,22900,60,1900,,2018-12-26,,,2024-08-14,126.2164593933,34.4541651602395,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
이산2 태양광발전소,,전라남도 진도군 군내면 녹진리 674-28,,,,정상가동,99.75,380,60,1900,,2018-12-26,,,2024-08-14,126.271357574849,34.5525711602673,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
북산2 태양광발전소,,전라남도 진도군 군내면 녹진리 647,,,,정상가동,99.75,380,60,1900,,2018-12-26,,,2024-08-14,126.272537452418,34.552051674374,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
순심이네 태양광발전소,,전라남도 진도군 의신면 칠전리 120-3,,,,정상가동,99.0,380,60,1900,,2018-12-26,,,2024-08-14,126.257885258304,34.4597688973439,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해님 태양광발전소,,전라남도 진도군 의신면 칠전리 119,,,,정상가동,99.0,380,60,1900,,2018-12-26,,,2024-08-14,126.25804709606,34.4606167789205,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
대아 태양광발전소,,전라남도 진도군 의신면 칠전리 120,,,,정상가동,99.0,380,60,1900,,2018-12-26,,,2024-08-14,126.257662997829,34.4601904115126,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
행복1호 태양광발전소,전라남도 진도군 고군면 내산로 50-14,,,,,정상가동,99.28,380,60,1900,,2018-12-26,,,2024-08-14,126.345840308261,34.4951708966152,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
행복2호 태양광발전소,전라남도 진도군 고군면 내산로 50-14,,,,,정상가동,99.28,380,60,1900,,2018-12-26,,,2024-08-14,126.345840308261,34.4951708966152,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
덕암의신7호 태양광발전소,,전라남도 진도군 의신면 칠전리 111,,,,정상가동,99.0,380,60,1900,,2018-12-26,,,2024-08-14,126.25707148574,34.4603156332435,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
덕암의신6호 태양광발전소,,전라남도 진도군 의신면 칠전리 190,,,,정상가동,99.0,380,60,1900,,2018-12-26,,,2024-08-14,126.257115501573,34.461084194594,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
덕암의신5호 태양광발전소,,전라남도 진도군 의신면 칠전리 185-7,,,,정상가동,99.0,380,60,1900,,2018-12-26,,,2024-08-14,126.257686004298,34.460947847606,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
와우 태양광발전소,,전라남도 진도군 지산면 와우리 140-1,,,,정상가동,99.36,380,60,1900,,2018-12-26,,,2024-08-14,126.145861520897,34.4284582076975,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
지산 태양광발전소,,전라남도 진도군 지산면 와우리 140-1,,,,정상가동,99.36,380,60,1900,,2018-12-26,,,2024-08-14,126.145861520897,34.4284582076975,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진도 태양광발전소,,전라남도 진도군 지산면 와우리 140-1,,,,정상가동,99.36,380,60,1900,,2018-12-26,,,2024-08-14,126.145861520897,34.4284582076975,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
일련 태양광발전소,,전라남도 진도군 군내면 녹진리 692-3,,,,정상가동,99.75,380,60,1900,,2018-12-26,,,2024-08-14,126.275089483657,34.5554060872912,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
성준 태양광발전소,,전라남도 진도군 지산면 소포리 753-1,,,,정상가동,99.75,380,60,1900,,2018-12-19,,,2024-08-14,126.188924847682,34.4875715740934,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
관매2 태양광발전소,,전라남도 진도군 지산면 관마리 98-4,,,,정상가동,99.2,380,60,1900,,2018-12-11,,,2024-08-14,126.173657440323,34.4103743869063,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
관매1 태양광발전소,,전라남도 진도군 지산면 관마리 98,,,,정상가동,99.2,380,60,1900,,2018-12-11,,,2024-08-14,126.173330018832,34.4106990355218,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
당서 태양광발전소,,전라남도 진도군 군내면 녹진리 674-32,,,,정상가동,99.75,380,60,1900,,2018-12-11,,,2024-08-14,126.270685437369,34.5528734508761,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
혜연 태양광발전소,,전라남도 진도군 군내면 녹진리 674-2,,,,정상가동,99.75,380,60,1900,,2018-12-11,,,2024-08-14,126.270452825749,34.5534727697611,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
민재 태양광발전소,,전라남도 진도군 군내면 녹진리 674-31,,,,정상가동,99.75,380,60,1900,,2018-12-11,,,2024-08-14,126.270413242521,34.5532395152693,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
양지 태양광발전소,,전라남도 진도군 지산면 소포리 753-2,,,,정상가동,99.75,380,60,1900,,2018-12-11,,,2024-08-14,126.18919780257,34.4875121786325,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
태영솔라 태양광발전소,,전라남도 진도군 지산면 소포리 753-4,,,,정상가동,99.75,380,60,1900,,2018-12-11,,,2024-08-14,126.189592623663,34.4873916628079,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
용호진도 태양광발전소,,전라남도 진도군 지산면 소포리 753-5,,,,정상가동,99.75,380,60,1900,,2018-12-11,,,2024-08-14,126.189782987893,34.4874971300938,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
선앤문 태양광발전소,,전라남도 진도군 지산면 소포리 782-5,,,,정상가동,99.75,380,60,1900,,2018-12-11,,,2024-08-14,126.191047991746,34.4890423536724,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
영웅 태양광발전소,,전라남도 진도군 지산면 소포리 753-3,,,,정상가동,99.75,380,60,1900,,2020-09-11,,,2024-08-14,126.189420371617,34.487450825772,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
다은1 태양광발전소,,전라남도 진도군 진도읍 동외리 441-2,,,,정상가동,99.9,380,60,1900,,2018-11-27,,,2024-08-14,126.276745079768,34.4946492915132,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
코엔솔1 태양광발전소,,전라남도 진도군 진도읍 동외리 441-1,,,,정상가동,99.9,380,60,1900,,2018-11-27,,,2024-08-14,126.27683248219,34.4948034129247,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
KMG 태양광발전소,,전라남도 진도군 진도읍 동외리 441-3,,,,정상가동,99.9,380,60,1900,,2018-11-27,,,2024-08-14,126.277042292522,34.494625900461,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
KES 태양광발전소,,전라남도 진도군 진도읍 동외리 441-4,,,,정상가동,99.9,380,60,1900,,2020-06-18,,,2024-08-14,126.277295431809,34.4945117441865,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
녹진오 태양광발전소,,전라남도 진도군 군내면 녹진리 670,,,,정상가동,149.31,380,60,1900,,2018-11-27,,,2024-08-14,126.272022372948,34.5525355534215,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
성빈 태양광발전소,,전라남도 진도군 임회면 용호리 1090,,,,정상가동,97.65,380,60,1900,,2018-11-15,,,2024-08-14,126.229524880737,34.4068025325895,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
황금 태양광발전소,전라남도 진도군 고군면 고군연동길 54,,,,,정상가동,99.28,380,60,1900,,2018-11-05,,,2024-08-14,126.346645580278,34.5288892227346,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
상만해비치5호 태양광발전소,,전라남도 진도군 임회면 상만리 509-1,,,,정상가동,95.2,380,60,1900,,2018-10-29,,,2024-08-14,126.216535803338,34.3730651051245,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
상만해비치17호 태양광발전소,,전라남도 진도군 임회면 상만리 482,,,,정상가동,95.2,380,60,1900,,2018-10-29,,,2024-08-14,126.218416111872,34.3742884903558,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
상만해비치3호 태양광발전소,,전라남도 진도군 임회면 상만리 522-4,,,,정상가동,95.2,380,60,1900,,2018-10-29,,,2024-08-14,126.216377117204,34.3747067030183,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
미래쏠라 태양광발전소,,전라남도 진도군 의신면 칠전리 173,,,,정상가동,87.21,380,60,1900,,2018-10-29,,,2024-08-14,126.259684647684,34.460656274237,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
일광쏠라 태양광발전소,,전라남도 진도군 의신면 칠전리 180,,,,정상가동,99.2,380,60,1900,,2018-10-30,,,2024-08-14,126.258986718937,34.4622941913894,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
제이앤비 태양광발전소,,전라남도 진도군 고군면 원포리 11,,,,정상가동,98.55,380,60,1900,,2018-10-10,,,2024-08-14,126.381121404025,34.483964001151,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
에이솔에너지1 태양광발전소,,전라남도 진도군 고군면 원포리 10-2,,,,정상가동,98.55,380,60,1900,,2019-11-12,,,2024-08-14,126.381941770723,34.4831397285755,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해로인2호 태양광발전소,전라남도 진도군 군내면 서부해안로 1552-91,,,,,정상가동,499.8,380,60,1900,,2018-10-10,,,2024-08-14,126.256973155383,34.5769072027526,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
나영 태양광발전소,,전라남도 진도군 임회면 용호리 1028-4,,,,정상가동,97.2,380,60,1900,,2018-09-03,,,2024-08-14,126.224642118923,34.4136695969587,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
행복3호 태양광발전소,,전라남도 진도군 지산면 인지리 477-4,,,,정상가동,99.4,380,60,1900,,2018-07-24,,,2024-08-14,126.165971840867,34.437262125404,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
행복4호 태양광발전소,,전라남도 진도군 지산면 인지리 477-5,,,,정상가동,99.4,380,60,1900,,2018-07-24,,,2024-08-14,126.166010249641,34.4371195103724,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
행복5호 태양광발전소,,전라남도 진도군 지산면 인지리 477-6,,,,정상가동,99.4,380,60,1900,,2018-07-24,,,2024-08-14,126.165971244241,34.4369936748278,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
행복2호 태양광발전소,,전라남도 진도군 지산면 인지리 436-7,,,,정상가동,99.4,380,60,1900,,2018-07-24,,,2024-08-14,126.165081729217,34.4339938574757,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
행복1호 태양광발전소,,전라남도 진도군 지산면 인지리 477,,,,정상가동,99.4,380,60,1900,,2018-07-24,,,2024-08-14,126.165786263961,34.43747756378,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
상만해비치2호 태양광발전소,,전라남도 진도군 임회면 상만리 522-4,,,,정상가동,97.2,380,60,1900,,2018-07-18,,,2024-08-14,126.216377117204,34.3747067030183,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
녹진일 태양광발전소,,전라남도 진도군 군내면 녹진리 690,,,,정상가동,97.2,380,60,1900,,2018-07-18,,,2024-08-14,126.273949038531,34.5560483352968,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
녹진이 태양광발전소,,전라남도 진도군 군내면 녹진리 690-1,,,,정상가동,97.2,380,60,1900,,2018-07-18,,,2024-08-14,126.274080960482,34.5558000564959,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
중웅19호 태양광발전소,,전라남도 진도군 지산면 앵무리 358-10,,,,정상가동,43.8,380,60,1900,,2018-07-18,,,2024-08-14,126.190795287545,34.4530177620016,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
연합솔라 태양광발전소,,전라남도 진도군 지산면 앵무리 374-14,,,,정상가동,98.55,380,60,1900,,2018-07-18,,,2024-08-14,126.190508178753,34.4547248857788,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
중웅12호 태양광발전소,,전라남도 진도군 지산면 앵무리 374-17,,,,정상가동,98.55,380,60,1900,,2018-07-18,,,2024-08-14,126.191038976565,34.4548528870675,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
중웅11호 태양광발전소,,전라남도 진도군 지산면 앵무리 374-7,,,,정상가동,71.18,380,60,1900,,2018-07-18,,,2024-08-14,126.191094883322,34.4551491970195,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
한빛솔라 태양광발전소,,전라남도 진도군 지산면 앵무리 374-6,,,,정상가동,98.55,380,60,1900,,2018-07-18,,,2024-08-14,126.190489313978,34.454886748129,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
주식회사나나 태양광발전소,,"전라남도 진도군 지산면 앵무리 377 , 산39-1",,,,정상가동,893.52,380,60,1900,,2018-07-12,,,2024-08-14,126.190717957143,34.455664304394,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
중웅8호 태양광발전소,,전라남도 진도군 지산면 소포리 777-15,,,,정상가동,48.28,380,60,1900,,2018-07-10,,,2024-08-14,126.190693211087,34.4856258498652,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
에이솔에너지3  태양광발전소,,전라남도 진도군 지산면 소포리 777-14,,,,정상가동,98.55,380,60,1900,,2018-07-10,,,2024-08-14,126.190946602967,34.4859343735841,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
지산금성전력산업 태양광발전소,,전라남도 진도군 지산면 소포리 777-13,,,,정상가동,98.55,380,60,1900,,2018-07-10,,,2024-08-14,126.191110656473,34.4862842218007,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
길님 태양광발전소,,전라남도 진도군 의신면 칠전리 783-1,,,,정상가동,99.2,380,60,1900,,2018-09-17,,,2024-08-14,126.259719256634,34.4448713253689,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
용담에너지 태양광발전소,,전라남도 진도군 의신면 칠전리 783-2,,,,정상가동,99.2,380,60,1900,,2018-09-17,,,2024-08-14,126.259663491568,34.4445321370075,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
쏠라정2 태양광발전소,,전라남도 진도군 의신면 창포리 775-9,,,,정상가동,99.2,380,60,1900,,2018-09-17,,,2024-08-14,126.260132178578,34.444761685796,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
우리 태양광발전소,,전라남도 진도군 의신면 창포리 775-10,,,,정상가동,99.2,380,60,1900,,2018-09-17,,,2024-08-14,126.260210763604,34.444487402848,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
미력 태양광발전소,,전라남도 진도군 의신면 창포리 775-11,,,,정상가동,99.2,380,60,1900,,2018-09-17,,,2024-08-14,126.260325516991,34.44419576059,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
굿모닝 태양광발전소,,전라남도 진도군 고군면 고성리 831-2,,,기타,정상가동,172.28,380,60,1900,,2018-06-08,,,2024-08-14,126.319018108266,34.5018430768933,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해조음3호 태양광발전소,,전라남도 진도군 군내면 녹진리 647-18,,,,정상가동,97.2,380,60,1900,,2018-05-14,,,2024-08-14,126.271774099149,34.5513824138694,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해조음2호 태양광발전소,,전라남도 진도군 군내면 녹진리 647-17,,,,정상가동,97.2,380,60,1900,,2018-05-14,,,2024-08-14,126.271890004824,34.5516968907531,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해조음6호 태양광발전소,,전라남도 진도군 군내면 녹진리 647-2,,,,정상가동,496.8,380,60,1900,,2018-05-14,,,2024-08-14,126.270773465447,34.5517500817076,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해조음5호 태양광발전소,,전라남도 진도군 군내면 녹진리 647-19,,,,정상가동,151.2,380,60,1900,,2018-05-14,,,2024-08-14,126.271267139794,34.551184861843,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해조음4호 태양광발전소,,전라남도 진도군 군내면 녹진리 647-15,,,,정상가동,97.2,380,60,1900,,2018-05-14,,,2024-08-14,126.271473164793,34.5521469189299,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
지산관마2 태양광발전소,,전라남도 진도군 지산면 관마리 126-4,,,,정상가동,99.2,380,60,1900,,2018-03-27,,,2024-08-14,126.177193634276,34.4090044222928,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
대호드림 태양광발전소,전라남도 진도군 진도읍 지도길 9,,,,,정상가동,48.96,380,60,1900,,2018-03-27,,,2024-08-14,126.24554186127,34.475658458373,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
백경우드 태양광발전소,전라남도 진도군 진도읍 지도길 5,,,,,정상가동,48.96,380,60,1900,,2018-03-27,,,2024-08-14,126.245818640382,34.4755646147498,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진명에너지 태양광발전소,,전라남도 진도군 의신면 칠전리 185-1,,,,정상가동,99.9,380,60,1900,,2018-03-27,,,2024-08-14,126.257890827534,34.4612549484405,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
개미 태양광발전소,,전라남도 진도군 의신면 칠전리 185-4,,,,정상가동,99.9,380,60,1900,,2018-03-27,,,2024-08-14,126.258452017932,34.4605347713795,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
장백 태양광발전소,,전라남도 진도군 의신면 칠전리 185-2,,,,정상가동,99.9,380,60,1900,,2018-03-27,,,2024-08-14,126.258165877747,34.4610297264957,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
지산관마3 태양광발전소,,전라남도 진도군 지산면 관마리 126-1,,,,정상가동,99.2,380,60,1900,,2018-03-27,,,2024-08-14,126.177305688503,34.4091237149529,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
신생 태양광발전소,,전라남도 진도군 의신면 칠전리 185-3,,,,정상가동,99.9,380,60,1900,,2018-03-27,,,2024-08-14,126.258332295296,34.460855767577,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진에3호 태양광발전소,,전라남도 진도군 지산면 소포리 738-2,,,,정상가동,497.0,380,60,1900,,2018-03-12,,,2024-08-14,126.18874936404,34.4851535934507,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
서연1호 태양광발전소,,전라남도 진도군 지산면 소포리 738-1,,,,정상가동,497.0,380,60,1900,,2018-03-12,,,2024-08-14,126.188982993536,34.4855347351684,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
연주삼 태양광발전소,,전라남도 진도군 의신면 연주리 934-3,,,,정상가동,99.0,380,60,1900,,2018-03-12,,,2024-08-14,126.313225659303,34.4250850784586,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
연주이 태양광발전소,,전라남도 진도군 의신면 연주리 934-4,,,,정상가동,99.0,380,60,1900,,2018-03-12,,,2024-08-14,126.313376592424,34.4246134785096,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
연주일 태양광발전소,,전라남도 진도군 의신면 연주리 934-5,,,,정상가동,99.0,380,60,1900,,2018-03-12,,,2024-08-14,126.313485362503,34.4241760768719,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
도암산2 태양광발전소,,전라남도 진도군 군내면 녹진리 689-3,,,,정상가동,97.92,380,60,1900,,2018-02-13,,,2024-08-14,126.274351948606,34.554794146473,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
도암산 태양광발전소,,전라남도 진도군 군내면 녹진리 689-2,,,,정상가동,97.92,380,60,1900,,2018-02-13,,,2024-08-14,126.274011820209,34.5550422694362,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
고지 태양광발전소,,전라남도 진도군 군내면 녹진리 689-1,,,,정상가동,146.88,380,60,1900,,2018-02-13,,,2024-08-14,126.274123170625,34.5553809653059,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
